,Concept 1,Concept 2,Count
4662,Greenhouse Gases – Greenhouse Gases,Fossil Fuels – Fossil Fuel,7747
4663,Fossil Fuels – Fossil Fuel,Fossil Fuels – Fossil Fuel,2869
4664,Renewables – Solar Energy,Policy Instruments – Regulatory Instruments,6612
4665,Renewables – Solar Energy,Mitigation – Mitigation,1917
4666,Renewables – Solar Energy,Policy Instruments – Information And Education,1420
4667,Technologies (Mitigation) – Energy And Power Technologies,Renewables – Solar Energy,2075
4668,Deforestation – Deforestation,Barriers And Challenges – Barriers,317
4669,Deforestation – Forests,Barriers And Challenges – Barriers,2157
4670,"Sectors – Agriculture, Forestry And Other Land Use",Barriers And Challenges – Barriers,3099
4671,Greenhouse Gases – Carbon Dioxide,Barriers And Challenges – Barriers,256
4672,Policy Instruments – Information And Education,Greenhouse Gases – Carbon Dioxide,443
4673,Policy Instruments – Information And Education,Barriers And Challenges – Barriers,2700
4674,Policy Instruments – Regulatory Instruments,Fossil Fuels – Fossil Fuel,2814
4675,Renewables – Renewable Energy (General),Fossil Fuels – Fossil Fuel,2773
4676,Renewables – Bioenergy,Fossil Fuels – Fossil Fuel,2292
4677,Technologies (Mitigation) – Energy And Power Technologies,Greenhouse Gases – Carbon Dioxide,379
4678,Sectors – Buildings,Greenhouse Gases – Carbon Dioxide,286
4679,Sectors – Transport,Greenhouse Gases – Carbon Dioxide,1686
4680,Technologies (Adaptation) – Hazard Management Technologies,Deforestation – Forests,2716
4681,Technologies (Adaptation) – Hazard Management Technologies,Policy Instruments – Regulatory Instruments,1276
4682,Technologies (Adaptation) – Hazard Management Technologies,Technologies (Adaptation) – Hazard Management Technologies,1384
4683,Policy Instruments – Information And Education,Barriers And Challenges – Challenges,3867
4684,Vulnerable Groups – Women And Girls,Policy Instruments – Information And Education,6541
4685,Loss And Damage – Loss & Damage,Barriers And Challenges – Challenges,274
4686,Loss And Damage – Loss & Damage,Adaptation – Adaptation,1161
4687,Loss And Damage – Loss & Damage,Capacity Building – Capacity-Building,235
4688,Loss And Damage – Loss & Damage,Barriers And Challenges – Barriers,103
4689,Vulnerable Groups – Women And Girls,Loss And Damage – Loss & Damage,103
4690,Sectors – Insurance & Financial Services,Loss And Damage – Loss & Damage,683
4691,Vulnerable Groups – Women And Girls,Barriers And Challenges – Challenges,1194
4692,Vulnerable Groups – Women And Girls,Adaptation – Adaptation,5564
4693,Vulnerable Groups – Women And Girls,Capacity Building – Capacity-Building,714
4694,Vulnerable Groups – Women And Girls,Barriers And Challenges – Barriers,894
4695,Vulnerable Groups – Women And Girls,Sectors – Insurance & Financial Services,1369
4696,"Sectors – Agriculture, Forestry And Other Land Use",Greenhouse Gases – Hydrofluorocarbons,1297
4697,Mitigation – Mitigation,Loss And Damage – Loss & Damage,488
4698,Sectors – Tourism,Mitigation – Mitigation,272
4699,Sectors – Tourism,Adaptation – Adaptation,1287
4700,Policy Instruments – Economic Instruments,Loss And Damage – Loss & Damage,544
4701,Sectors – Tourism,Policy Instruments – Economic Instruments,1492
4702,Loss And Damage – Loss & Damage,Financial Flows – Financial Flow,1425
4703,Sectors – Tourism,Financial Flows – Financial Flow,2760
4704,Sectors – Tourism,Barriers And Challenges – Challenges,339
4705,Loss And Damage – Loss & Damage,Greenhouse Gases – Greenhouse Gases,90
4706,Sectors – Tourism,Greenhouse Gases – Greenhouse Gases,394
4707,Sectors – Tourism,Loss And Damage – Loss & Damage,25
4708,Good Practice And Opportunities – Good Practice,Deforestation – Forests,1057
4709,Vulnerable Groups – Women And Girls,Policy Instruments – Governance,2515
4710,Sectors – Buildings,Policy Instruments – Governance,1340
4711,Vulnerable Groups – Women And Girls,Sectors – Buildings,141
4712,Vulnerable Groups – Women And Girls,"Sectors – Agriculture, Forestry And Other Land Use",2302
4713,Vulnerable Groups – Women And Girls,Greenhouse Gases – Greenhouse Gases,617
4714,Sectors – Buildings,"Sectors – Agriculture, Forestry And Other Land Use",226
4715,Technologies (Mitigation) – Transport Technologies,Sectors – Transport,4260
4716,Sectors – Transport,Policy Instruments – Economic Instruments,7804
4717,Sectors – Transport,Financial Flows – Financial Flow,13430
4718,Technologies (Mitigation) – Transport Technologies,Mitigation – Mitigation,582
4719,Technologies (Mitigation) – Transport Technologies,Renewables – Renewable Energy (General),639
4720,Technologies (Mitigation) – Transport Technologies,Policy Instruments – Economic Instruments,2280
4721,Technologies (Mitigation) – Transport Technologies,Sectors – Energy,3141
4722,Technologies (Mitigation) – Transport Technologies,Financial Flows – Financial Flow,5938
4723,Technologies (Mitigation) – Transport Technologies,Technologies (Mitigation) – Transport Technologies,2656
4724,Renewables – Wind Energy,Mitigation – Mitigation,342
4725,Renewables – Bioenergy,Barriers And Challenges – Barriers,768
4726,Renewables – Solar Energy,Barriers And Challenges – Barriers,405
4727,Sectors – Industry,Barriers And Challenges – Barriers,1438
4728,Sectors – Water Services,Sectors – Buildings,1770
4729,Renewables – Wind Energy,Greenhouse Gases – Emissions,886
4730,Sectors – Industry,Renewables – Wind Energy,352
4731,Sectors – Insurance & Financial Services,International Cooperation – International Cooperation,636
4732,Policy Instruments – Economic Instruments,International Cooperation – International Cooperation,532
4733,International Cooperation – International Cooperation,Financial Flows – Financial Flow,1512
4734,International Cooperation – International Cooperation,International Cooperation – International Cooperation,157
4735,Policy Instruments – Information And Education,Good Practice And Opportunities – Opportunity,4693
4736,Sectors – Water Services,Barriers And Challenges – Challenges,2935
4737,Sectors – Health Services,Climate Related Hazards – Health Hazards,5549
4738,Technologies (Adaptation) – Hazard Management Technologies,Fossil Fuels – Oil,69
4739,Sectors – Transport,Sectors – Insurance & Financial Services,727
4740,Financial Flows – Financial Flow,Climate Related Hazards – Health Hazards,3585
4741,Climate Related Hazards – Health Hazards,Climate Related Hazards – Health Hazards,8119
4742,Sectors – Insurance & Financial Services,Climate Related Hazards – Health Hazards,679
4743,Climate Related Hazards – Health Hazards,Barriers And Challenges – Challenges,1221
4744,Sectors – Fisheries & Aquaculture,Adaptation – Adaptation,2996
4745,Sectors – Fisheries & Aquaculture,Policy Instruments – Governance,2055
4746,Sectors – Fisheries & Aquaculture,Mitigation – Mitigation,802
4747,Sectors – Fisheries & Aquaculture,Capacity Building – Capacity-Building,149
4748,Fossil Fuels – Fossil Fuel,Adaptation – Adaptation,196
4749,Policy Instruments – Governance,Fossil Fuels – Fossil Fuel,361
4750,Mitigation – Mitigation,Fossil Fuels – Fossil Fuel,1129
4751,Greenhouse Gases – Hydrofluorocarbons,Fossil Fuels – Gas,1320
4752,Policy Instruments – Governance,Equity And Just Transition – Equity And Justice,530
4753,Financial Flows – Financial Flow,Equity And Just Transition – Equity And Justice,3557
4754,Vulnerable Groups – Vulnerable Groups,"Sectors – Agriculture, Forestry And Other Land Use",336
4755,Sectors – Health Services,Climate Related Hazards – Extreme Weather,3515
4756,Climate Related Hazards – Terrestrial Hazards,Climate Related Hazards – Extreme Weather,3849
4757,Sectors – Health Services,Climate Related Hazards – Terrestrial Hazards,149
4758,Renewables – Hydropower,Policy Instruments – Economic Instruments,780
4759,Sectors – Transport,Barriers And Challenges – Barriers,751
4760,Deforestation – Forest-Risk Commodities,Barriers And Challenges – Barriers,204
4761,Renewables – Hydropower,Barriers And Challenges – Barriers,114
4762,Sectors – Transport,Deforestation – Forest-Risk Commodities,101
4763,Renewables – Hydropower,Deforestation – Forest-Risk Commodities,69
4764,Sectors – Industry,Climate Related Hazards – Health Hazards,380
4765,Policy Instruments – Economic Instruments,Climate Related Hazards – Health Hazards,1358
4766,"Sectors – Agriculture, Forestry And Other Land Use",Climate Related Hazards – Health Hazards,1069
4767,Sectors – Energy,Deforestation – Forest-Risk Commodities,1157
4768,Renewables – Hydropower,Financial Flows – Financial Flow,1400
4769,Renewables – Renewable Energy (General),Deforestation – Forest-Risk Commodities,229
4770,Renewables – Solar Energy,Renewables – Solar Energy,10235
4771,Fossil Fuels – Oil,Barriers And Challenges – Challenges,743
4772,Fossil Fuels – Fossil Fuel,Barriers And Challenges – Challenges,506
4773,Renewables – Wind Energy,Renewables – Wind Energy,2498
4774,Sectors – Health Services,Renewables – Solar Energy,212
4775,Renewables – Solar Energy,Deforestation – Forest-Risk Commodities,90
4776,Sectors – Health Services,Renewables – Hydropower,13
4777,Sectors – Health Services,Deforestation – Forest-Risk Commodities,80
4778,Sectors – Transport,Sectors – Health Services,62
4779,Sectors – Transport,Climate Related Hazards – Extreme Weather,1349
4780,Technologies (Adaptation) – Hazard Management Technologies,Sectors – Fisheries & Aquaculture,620
4781,Sectors – Transport,Sectors – Fisheries & Aquaculture,355
4782,Fossil Fuels – Oil,Equity And Just Transition – Just Transition,319
4783,Sectors – Fisheries & Aquaculture,Policy Instruments – Economic Instruments,1751
4784,Good Practice And Opportunities – Opportunity,Equity And Just Transition – Just Transition,1652
4785,Good Practice And Opportunities – Opportunity,Deforestation – Forest-Risk Commodities,326
4786,Sectors – Insurance & Financial Services,Deforestation – Forest-Risk Commodities,187
4787,Sectors – Fisheries & Aquaculture,Deforestation – Forest-Risk Commodities,829
4788,Sectors – Health Services,Barriers And Challenges – Challenges,1335
4789,Technologies (Mitigation) – Energy And Power Technologies,Deforestation – Forest-Risk Commodities,202
4790,Vulnerable Groups – Local And Rural Communities,Deforestation – Forests,983
4791,Vulnerable Groups – Local And Rural Communities,Equity And Just Transition – Just Transition,454
4792,Vulnerable Groups – Local And Rural Communities,Deforestation – Forest-Risk Commodities,83
4793,Vulnerable Groups – Local And Rural Communities,"Sectors – Agriculture, Forestry And Other Land Use",964
4794,Vulnerable Groups – Local And Rural Communities,Renewables – Bioenergy,131
4795,Vulnerable Groups – Local And Rural Communities,Sectors – Industry,150
4796,Vulnerable Groups – Local And Rural Communities,Barriers And Challenges – Challenges,245
4797,Policy Instruments – Regulatory Instruments,Equity And Just Transition – Just Transition,1067
4798,Renewables – Bioenergy,Equity And Just Transition – Just Transition,307
4799,Equity And Just Transition – Just Transition,Barriers And Challenges – Challenges,1104
4800,Deforestation – Forest-Risk Commodities,Barriers And Challenges – Challenges,413
4801,Vulnerable Groups – Women And Girls,Equity And Just Transition – Just Transition,2142
4802,Vulnerable Groups – Women And Girls,Deforestation – Forests,845
4803,Vulnerable Groups – Women And Girls,Financial Flows – Financial Flow,4461
4804,Financial Flows – Financial Flow,Equity And Just Transition – Just Transition,5989
4805,Sectors – Insurance & Financial Services,Equity And Just Transition – Just Transition,1467
4806,Policy Instruments – Governance,Equity And Just Transition – Just Transition,1210
4807,Vulnerable Groups – Women And Girls,Sectors – Transport,238
4808,Vulnerable Groups – Women And Girls,Sectors – Water Services,1182
4809,Greenhouse Gases – Hydrofluorocarbons,Deforestation – Forests,510
4810,Greenhouse Gases – Carbon Dioxide,Good Practice And Opportunities – Good Practice,138
4811,Sectors – Water Services,Fossil Fuels – Gas,2617
4812,Good Practice And Opportunities – Good Practice,Fossil Fuels – Gas,152
4813,Sectors – Water Services,Greenhouse Gases – Nitrous Oxide,891
4814,Sectors – Water Services,Good Practice And Opportunities – Good Practice,303
4815,Greenhouse Gases – Nitrous Oxide,Good Practice And Opportunities – Good Practice,45
4816,Greenhouse Gases – Methane,Good Practice And Opportunities – Good Practice,205
4817,Greenhouse Gases – Carbon Dioxide,Barriers And Challenges – Challenges,306
4818,Greenhouse Gases – Carbon Dioxide,Fossil Fuels – Fossil Fuel,1055
4819,Good Practice And Opportunities – Good Practice,Fossil Fuels – Fossil Fuel,56
4820,Renewables – Solar Energy,Greenhouse Gases – Carbon Dioxide,362
4821,Renewables – Renewable Energy (General),Greenhouse Gases – Carbon Dioxide,578
4822,Renewables – Bioenergy,Good Practice And Opportunities – Good Practice,204
4823,Renewables – Solar Energy,Good Practice And Opportunities – Good Practice,29
4824,Renewables – Renewable Energy (General),Good Practice And Opportunities – Good Practice,183
